Time,Vertical,Lateral,Sagittal
17/10/2019 08:59:01.967,2073,2101,1993
17/10/2019 08:59:01.977,2076,2099,1994
17/10/2019 08:59:01.987,2077,2099,1997
17/10/2019 08:59:01.997,2074,2099,2001
17/10/2019 08:59:02.007,2069,2098,2001
17/10/2019 08:59:02.017,2069,2096,2006
17/10/2019 08:59:02.027,2074,2094,2011
17/10/2019 08:59:02.037,2076,2089,2015
17/10/2019 08:59:02.047,2083,2085,2021
17/10/2019 08:59:02.057,2088,2080,2023
17/10/2019 08:59:02.067,2086,2079,2020
17/10/2019 08:59:02.077,2083,2080,2015
17/10/2019 08:59:02.087,2081,2080,2012
17/10/2019 08:59:02.097,2080,2078,2006
17/10/2019 08:59:02.107,2081,2083,1998
17/10/2019 08:59:02.117,2080,2090,1994
17/10/2019 08:59:02.127,2079,2093,1989
17/10/2019 08:59:02.137,2081,2095,1988
17/10/2019 08:59:02.147,2080,2095,1984
17/10/2019 08:59:02.157,2086,2096,1983
17/10/2019 08:59:02.167,2095,2096,1981
17/10/2019 08:59:02.177,2103,2088,1978
